"entree";"interaction";"page";"CI";"AD";"PE";"PC"
"HYPOKALIEMIANTS";"DIGITALIQUES";110;;;"Precaution d'emploi Corriger auparavant toute hypokaliemie et realiser une surveillance clinique, electrolytique et electrocardiographique. Hypokaliemie favorisant les effets toxiques des digitaliques.";
"HYPOKALIEMIANTS";"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES";110;;;"Precaution d'emploi Corriger toute hypokaliemie avant d'administrer le produit et realiser une surveillance clinique, electrolytique et electrocardiographique. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";
"HYPONATREMIANTS";"HYPONATREMIANTS";110;;;;"A prendre en compte Majoration du risque d'hyponatremie."
"IBRUTINIB";"AMIODARONE";110;;;"Precaution d'emploi Surveiller clinique etroite et reduction de la dose d'ibrutinib a 140 mg par jour pendant la duree de l'association. Augmentation des concentrations plasmatiques d'ibrutinib par diminution de son metabolisme hepatique par l'amiodarone.";
"IBRUTINIB";"DILTIAZEM";110;;;"Precaution d'emploi Surveiller clinique etroite et reduction de la dose d'ibrutinib a 140 mg par jour pendant la duree de l'association Augmentation des concentrations plasmatiques d'ibrutinib par diminution de son metabolisme hepatique par le diltiazem.";
"IBRUTINIB";"VERAPAMIL";110;;;"Precaution d'emploi Surveiller clinique etroite et reduction de la dose d'ibrutinib a 140 mg par jour pendant la duree de l'association. Augmentation des concentrations plasmatiques d'ibrutinib par diminution de son metabolisme hepatique par le verapamil.";
"IDELALISIB";"ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES";110;;"Association DECONSEILLEE Diminution des concentrations plasmatiques d'idelalisib par augmentation de son metabolisme hepatique par l'anticonvulsivant inducteur enzymatique.";;
"IDELALISIB";"INHIBITEURS PUISSANTS DU CYP3A4";110;;;;"A prendre en compte Augmentation des concentrations plasmatiques d'idelalisib par diminution de son metabolisme hepatique par l'inhibiteur."
"IDELALISIB";"MILLEPERTUIS";110;;"Association DECONSEILLEE Risque de diminution importante des concentrations plasmatiques d'idelalisib par augmentation de son metabolisme hepatique par le millepertuis.";;
"IDELALISIB";"RIFAMPICINE";111;;"Association DECONSEILLEE Diminution des concentrations plasmatiques d'idelalisib par augmentation de son metabolisme hepatique par l'inducteur.";;
"IDELALISIB";"SUBSTRATS A RISQUE DU CYP3A4";111;;"Association DECONSEILLEE Augmentation des concentrations plasmatiques du substrat par diminution de son metabolisme hepatique par l'idelalisib.";;
"IFOSFAMIDE";"APREPITANT";111;;;;"A prendre en compte Risque d'augmentation de la neurotoxicite de l'ifosfamide."
"IFOSFAMIDE";"PHENOBARBITAL (ET, PAR EXTRAPOLATION, PRIMIDONE)";111;;"Association DECONSEILLEE Risque de majoration de la neurotoxicite de l'ifosfamide par augmentation de son metabolisme hepatique par le phenobarbital.";;
"IFOSFAMIDE";"VEMURAFENIB";111;;;;"A prendre en compte Risque de diminution des concentrations de l'ifosfamide, avec augmentation de son metabolite actif et toxicite majoree."
"IMAO IRREVERSIBLES";"ALCOOL (BOISSON OU EXCIPIENT)";111;;"Association DECONSEILLEE Eviter la prise de boissons alcoolisees et de medicaments contenant de l'alcool. Majoration des effets hypertenseurs et/ou hyperthermiques de la tyramine presente dans certaines boissons alcoolisees (chianti, certaines bieres, etc).";;
"IMAO IRREVERSIBLES";"ADRENALINE (VOIE BUCCO-DENTAIRE OU SOUS-CUTANEE)";111;;;"Precaution d'emploi Limiter l'apport, par exemple : moins de 0,1 mg d'adrenaline en 10 minutes ou 0,3 mg en 1 heure chez l'adulte. Troubles du rythme ventriculaire graves par augmentation de l'excitabilite cardiaque.";
"IMAO IRREVERSIBLES";"BUPROPION";111;"CONTRE-INDICATION Risque de crises hypertensives. Du fait de la duree d'action de l'IMAO, cette interaction est encore theoriquement possible 15 jours apres son arret.";;;
"IMAO IRREVERSIBLES";"DEXTROMETHORPHANE";111;"CONTRE-INDICATION Risque d'apparition d'un syndrome serotoninergique : diarrhee, tachycardie, sueurs, tremblements, confusion voire coma.";;;
"IMAO IRREVERSIBLES";"GUANETHIDINE";111;"CONTRE-INDICATION Interrompre le traitement par IMAO 15 jours avant le traitement par guanethidine. Avec la guanethidine utilisee par voie IV : risque de reactions vasculaires imprevisibles, notamment d'hypotension.";;;
"IMAO IRREVERSIBLES";"INHIBITEURS DE LA CATECHOL-O-METHYLTRANSFERASE (COMT)";111;"CONTRE-INDICATION Potentialisation des effets pharmacologiques, et notamment vasopresseurs, des catecholamines par inhibition conjuguee de leur metabolisme.";;;
"IMAO IRREVERSIBLES";"INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE";111;"CONTRE-INDICATION Respecter un delai de deux semaines entre l'arret de l'IMAO et le debut du traitement par l'antidepresseur serotoninergique, et d'au moins une semaine entre l'arret de l'antidepresseur serotoninergique (sauf pour la fluoxetine : cinq semaines) et le debut. Risque d'apparition d'un syndrome serotoninergique : diarrhee, tachycardie, sueurs, tremblements, confusion voire coma.";;;
"IMAO IRREVERSIBLES";"MEDICAMENTS MIXTES ADRENERGIQUES-SEROTONINERGIQUES";112;"CONTRE-INDICATION Respecter un delai de deux semaines entre l'arret de l'IMAO et le debut de l'autre traitement, et d'au moins une semaine entre l'arret de l'autre traitement et le debut de l'IMAO. Risque d'apparition d'un syndrome serotoninergique : diarrhee, tachycardie, sueurs, tremblements, confusion voire coma.";;;
"IMAO IRREVERSIBLES";"MIDODRINE";112;"CONTRE-INDICATION Crises hypertensives (inhibition du metabolisme des amines pressives). Du fait de la duree d'action des IMAO, cette interaction est encore possible 15 jours apres l'arret de l'IMAO.";;;
"IMAO IRREVERSIBLES";"MILLEPERTUIS";112;;;"Precaution d'emploi Surveillance clinique et biologique reguliere, notamment en debut d'association. Risque d'apparition d'un syndrome serotoninergique.";
"IMAO IRREVERSIBLES";"PETHIDINE";112;"CONTRE-INDICATION Risque d'apparition d'un syndrome serotoninergique : diarrhee, tachycardie, sueurs, tremblements, confusion voire coma.";;;
"IMAO IRREVERSIBLES";"RESERPINE";112;"CONTRE-INDICATION Agitation psychomotrice, convulsions, hypertension.";;;
"IMAO IRREVERSIBLES";"SYMPATHOMIMETIQUES ALPHA (VOIES ORALE ET/OU NASALE)";112;;"Association DECONSEILLEE Crises hypertensives (inhibition du metabolisme des amines pressives). Du fait de la duree d'action de l'IMAO, cette interaction est encore possible 15 jours apres l'arret de l'IMAO.";;
"IMAO IRREVERSIBLES";"SYMPATHOMIMETIQUES ALPHA ET BETA (VOIE IM ET IV)";112;;;"Precaution d'emploi A n'utiliser que sous controle medical strict. Augmentation de l'action pressive du sympathomimetique, le plus souvent moderee.";
"IMAO IRREVERSIBLES";"SYMPATHOMIMETIQUES INDIRECTS";112;"CONTRE-INDICATION Hypertension paroxystique, hyperthermie pouvant etre fatale. Du fait de la duree d'action de l'IMAO, cette interaction est encore possible 15 jours apres l'arret de l'IMAO.";;;
"IMAO IRREVERSIBLES";"TETRABENAZINE";112;"CONTRE-INDICATION Risque de crises hypertensives. Du fait de la duree d'action de l'IMAO, cette interaction est encore theoriquement possible 15 jours apres son arret.";;;
"IMAO IRREVERSIBLES";"TIANEPTINE";112;;"Association DECONSEILLEE Risque de collapsus, hypertension paroxystique, hyperthermie, convulsions, deces.";;
"IMAO IRREVERSIBLES";"TRAMADOL";112;"CONTRE-INDICATION Risque d'apparition d'un syndrome serotoninergique : diarrhee, sueurs, tremblements, confusion, voire coma.";;;
"IMAO IRREVERSIBLES";"TRIPTANS METABOLISES PAR LA MAO";112;"CONTRE-INDICATION Risque d'hypertension arterielle, de vasoconstriction arterielle coronaire.";;;
"IMAO IRREVERSIBLES";"TRIPTANS NON METABOLISES PAR LA MAO";112;;"Association DECONSEILLEE Risque d'hypertension arterielle, de vasoconstriction arterielle coronaire.";;
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"BUPROPION";112;"CONTRE-INDICATION Risque de crises hypertensives.";;;
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"DEXTROMETHORPHANE";113;"CONTRE-INDICATION Risque d'apparition d'un syndrome serotoninergique : diarrhee, tachycardie, sueurs, tremblements, confusion voire coma.";;;
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"IMAO-B";113;"CONTRE-INDICATION Risque de poussee hypertensive, par perte de selectivite sur la monoamine oxydase, notamment en cas d'alimentation riche en tyramine (fromage, biere,...).";;;
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE";113;;"Association DECONSEILLEE Si l'association ne peut etre evitee, surveillance clinique tres etroite. Debuter l'association aux posologies minimales recommandees. Risque d'apparition d'un syndrome serotoninergique : diarrhee, tachycardie, sueurs, tremblements, confusion voire coma.";;
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"MEDICAMENTS MIXTES ADRENERGIQUES-SEROTONINERGIQUES";113;;"Association DECONSEILLEE Si l'association ne peut etre evitee, surveillance clinique tres etroite. Debuter l'association aux posologies minimales recommandees. Risque d'apparition d'un syndrome serotoninergique : diarrhee, tachycardie, sueur, confusion voire coma.";;
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"MILLEPERTUIS";113;;;"Precaution d'emploi Surveillance clinique et biologique reguliere, notamment en debut d'association. Risque d'apparition d'un syndrome serotoninergique.";
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"PETHIDINE";113;"CONTRE-INDICATION Risque d'apparition d'un syndrome serotoninergique : diarrhee, tachycardie, sueurs, tremblements, confusion voire coma.";;;
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"SYMPATHOMIMETIQUES ALPHA ET BETA (VOIE IM ET IV)";113;;;"Precaution d'emploi A n'utiliser que sous controle medical strict. Par extrapolation a partir des IMAO non selectifs : risque d'augmentation de l'action pressive.";
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"SYMPATHOMIMETIQUES INDIRECTS";113;;"Association DECONSEILLEE Risque de vasoconstriction et/ou de poussees hypertensives.";;
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"TRAMADOL";113;"CONTRE-INDICATION Risque d'apparition d'un syndrome serotoninergique : diarrhee, sueurs, tremblements, confusion, voire coma.";;;
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"TRIPTANS METABOLISES PAR LA MAO";113;"CONTRE-INDICATION Risque d'hypertension arterielle, de vasoconstriction arterielle coronaire.";;;
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"TRIPTANS NON METABOLISES PAR LA MAO";113;;"Association DECONSEILLEE Risque d'hypertension arterielle, de vasoconstriction arterielle coronaire.";;
"IMAO-B";"BUPROPION";113;"CONTRE-INDICATION Risque de crises hypertensives.";;;
"IMAO-B";"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";113;"CONTRE-INDICATION Risque de poussee hypertensive, par perte de selectivite sur la monoamine oxydase, notamment en cas d'alimentation riche en tyramine (fromage, biere,...).";;;
"IMAO-B";"INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE";113;;;;"A prendre en compte Risque d'apparition d'un syndrome serotoninergique."
"IMAO-B";"LEVODOPA";114;;;;"A prendre en compte Augmentation du risque d'hypotension orthostatique."
"IMAO-B";"PETHIDINE";114;"CONTRE-INDICATION Manifestations d'excitation centrale evoquant un syndrome serotoninergique : diarrhee, tachycardie, sueurs, tremblements, confusion voire coma.";;;
"IMAO-B";"TRAMADOL";114;;;;"A prendre en compte Risque d'apparition d'un syndrome serotoninergique."
"IMAO-B";"TRIPTANS METABOLISES PAR LA MAO";114;"CONTRE-INDICATION Risque d'hypertension arterielle, de vasoconstriction arterielle coronaire.";;;
"IMAO-B";"TRIPTANS NON METABOLISES PAR LA MAO";114;;"Association DECONSEILLEE Risque d'hypertension arterielle, de vasoconstriction arterielle coronaire.";;
"IMATINIB";"HORMONES THYROIDIENNES";114;;;;"A prendre en compte Risque de baisse de l'efficacite des hormones thyroidiennes."
"IMMUNOSUPPRESSEURS";"JUS DE PAMPLEMOUSSE";114;;"Association DECONSEILLEE Augmentation de la biodisponibilite de l'immunosuppresseur et par consequent de ses effets indesirables.";;
"IMMUNOSUPPRESSEURS";"BOCEPREVIR";114;;;"Precaution d'emploi Dosage des concentrations sanguines de l'immunosuppresseur, controle de la fonction renale et adaptation de sa posologie pendant l'association et apres son arret. Augmentation des concentrations sanguines de l'immunosuppresseur (notable pour la ciclosporine, extremement importante pour le tacrolimus).";
"IMMUNOSUPPRESSEURS";"CLARITHROMYCINE";114;;"Association DECONSEILLEE En cas d'association, controle strict de la fonction renale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation eventuelle de la posologie. Augmentation tres importante des concentrations sanguines de l'immunosuppresseur par inhibition de son metabolisme hepatique.";;
"IMMUNOSUPPRESSEURS";"CYTOTOXIQUES";114;;;;"A prendre en compte Immunodepression excessive avec risque de syndrome lympho- proliferatif."
"IMMUNOSUPPRESSEURS";"DALFOPRISTINE";114;;;"Precaution d'emploi Dosage des concentrations sanguines de l'immunosuppresseur, controle de la fonction renale et adaptation de la posologie pendant l'association et apres son arret. Augmentation des concentrations sanguines de l'immunosuppresseur par inhibition de son metabolisme hepatique.";
"IMMUNOSUPPRESSEURS";"DILTIAZEM";114;;;"Precaution d'emploi Dosage des concentrations sanguines de l'immunosuppresseur, controle de la fonction renale et adaptation de la posologie pendant l'association et apres son arret. Augmentation des concentrations sanguines de l'immunosuppresseur par diminution de son metabolisme.";
"IMMUNOSUPPRESSEURS";"DRONEDARONE";114;;"Association DECONSEILLEE Augmentation importante des concentrations sanguines de l'immunosuppresseur par diminution de son metabolisme.";;
"IMMUNOSUPPRESSEURS";"ERYTHROMYCINE";115;;"Association DECONSEILLEE En cas d'association, controle strict de la fonction renale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation eventuelle de la posologie. Augmentation tres importante des concentrations sanguines de l'immunosuppresseur par inhibition de son metabolisme hepatique.";;
"IMMUNOSUPPRESSEURS";"FLUCONAZOLE";115;;;"Precaution d'emploi Dosage des concentrations sanguines de l'immunosuppresseur, controle de la fonction renale et adaptation de sa posologie pendant l'association et apres son arret. Risque d'augmentation des concentrations sanguines de l'immunosuppresseur par inhibition de son metabolisme et de la creatininemie.";
"IMMUNOSUPPRESSEURS";"GLOBULINES ANTILYMPHOCYTAIRES";115;;;;"A prendre en compte Immunodepression excessive avec risque de lymphoproliferation."
