"protagoniste1";"protagoniste2";"page";"CI";"AD";"PE";"PC";"couple"
"CLARITHROMYCINE";"HALOFANTRINE";59;;"Association DECONSEILLEE Si cela est possible, interrompre le macrolide. Si l'association ne peut etre evitee, controle prealable du QT et surveillance ECG monitoree. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;;"CLARITHROMYCINE;HALOFANTRINE"
"CLARITHROMYCINE";"IMMUNOSUPPRESSEURS";59;;"Association DECONSEILLEE En cas d'association, controle strict de la fonction renale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation eventuelle de la posologie. Augmentation tres importante des concentrations sanguines de l'immunosuppresseur par inhibition de son metabolisme hepatique.";;;"CLARITHROMYCINE;IMMUNOSUPPRESSEURS"
"CLARITHROMYCINE";"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";59;;;"Precaution d'emploi Surveillance clinique et biologique reguliere, notamment en debut d'association. Augmentation des concentrations de la clarithromycine et de son metabolite actif par diminution de son metabolisme hepatique par l'inhibiteur de proteases.";;"CLARITHROMYCINE;INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR"
"CLARITHROMYCINE";"LINEZOLIDE";59;;;;"A prendre en compte Risque de majoration des effets indesirables du linezolide par la clarithromycine, par augmentation de son absorption.";"CLARITHROMYCINE;LINEZOLIDE"
"CLARITHROMYCINE";"LUMEFANTRINE";59;;"Association DECONSEILLEE Si cela est possible, interrompre le torsadogene associe. Si l'association ne peut etre evitee, controle prealable du QT et surveillance ECG monitoree. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;;"CLARITHROMYCINE;LUMEFANTRINE"
"CLARITHROMYCINE";"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES";59;;;"Precaution d'emploi Surveillance clinique et electrocardiographique pendant l'association. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;"CLARITHROMYCINE;MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"CLARITHROMYCINE";"MIDAZOLAM";59;;"ASDEC - PE Association deconseillee: - avec le midazolam per os Precaution d'emploi : - avec le midazolam IV Surveillance clinique et reduction de la posologie de midazolam en cas de traitement par la clarithromycine. Augmentation des concentrations plasmatiques de midazolam par diminution de son metabolisme hepatique, avec majoration de la sedation.";"ASDEC - PE Association deconseillee: - avec le midazolam per os Precaution d'emploi : - avec le midazolam IV Surveillance clinique et reduction de la posologie de midazolam en cas de traitement par la clarithromycine. Augmentation des concentrations plasmatiques de midazolam par diminution de son metabolisme hepatique, avec majoration de la sedation.";;"CLARITHROMYCINE;MIDAZOLAM"
"CLARITHROMYCINE";"MIZOLASTINE";59;"CONTRE-INDICATION Risque de troubles du rythme ventriculaire, notamment de torsades de pointes.";;;;"CLARITHROMYCINE;MIZOLASTINE"
"CLARITHROMYCINE";"PRAVASTATINE";59;;;"Precaution d'emploi Surveillance clinique et biologique pendant le traitement par l'antibiotique. Augmentation de la concentration plasmatique de la pravastatine par la clarithromycine.";;"CLARITHROMYCINE;PRAVASTATINE"
"CLARITHROMYCINE";"REPAGLINIDE";60;;;"Precaution d'emploi Prevenir le patient, renforcer l'autosurveillance glycemique et adapter eventuellement la posologie de l'hypoglycemiant pendant le traitement par la clarithromycine. Risque d'hypoglycemie par augmentation des concentrations plasmatiques du repaglinide.  /226";;"CLARITHROMYCINE;REPAGLINIDE"
"CLARITHROMYCINE";"RIFABUTINE";60;;;"Precaution d'emploi Surveillance clinique et biologique reguliere, notamment en debut d'association. Risque d'augmentation des effets indesirables de la rifabutine (uveites) par augmentation de ses concentrations et de celle de son metabolite actif par la clarithromycine. De plus, augmentation du metabolisme de la clarithromycine par la rifabutine, avec augmentation des concentrations de son metabolite actif.";;"CLARITHROMYCINE;RIFABUTINE"
"CLARITHROMYCINE";"RIFAMPICINE";60;;;"Precaution d'emploi Surveillance clinique et biologique reguliere. Diminution des concentrations plasmatiques et risque de baisse de l'efficacite de la clarithromycine, notamment chez le patient HIV, par augmentation de son metabolisme hepatique par la rifampicine.";;"CLARITHROMYCINE;RIFAMPICINE"
"CLARITHROMYCINE";"SIMVASTATINE";60;"CONTRE-INDICATION Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse, par diminution du metabolisme hepatique de l'hypocholesterolemiant.";;;;"CLARITHROMYCINE;SIMVASTATINE"
"CLARITHROMYCINE";"SULFAMIDES HYPOGLYCEMIANTS";60;;;"Precaution d'emploi Prevenir le patient, renforcer l'autosurveillance glycemique et adapter eventuellement la posologie du sulfamide hypoglycemiant pendant le traitement par la clarithromycine. Risque d'hypoglycemie par augmentation des concentrations plasmatiques de l'antidiabetique.";;"CLARITHROMYCINE;SULFAMIDES HYPOGLYCEMIANTS"
"CLARITHROMYCINE";"THEOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)";60;;;;"A prendre en compte Risque d'augmentation de la theophyllinemie, particulierement chez l'enfant.";"CLARITHROMYCINE;THEOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)"
"CLARITHROMYCINE";"VENLAFAXINE";60;;;;"A prendre en compte Augmentation des concentrations de venlafaxine avec risque de surdosage.";"CLARITHROMYCINE;VENLAFAXINE"
"CLARITHROMYCINE";"VINCA-ALCALOIDES CYTOTOXIQUES";60;;;"Precaution d'emploi Surveillance clinique et biologique etroite. Eventuellement, utiliser un autre antibiotique. Risque de majoration de la toxicite de l'antimitotique par diminution de son metabolisme hepatique par la clarithromycine.";;"CLARITHROMYCINE;VINCA-ALCALOIDES CYTOTOXIQUES"
"CLINDAMYCINE";"TACROLIMUS";60;;;"Precaution d'emploi Controle renforce des dosages sanguins de tacrolimus et augmentation eventuelle de sa posologie. Diminution des concentrations sanguines de l'immunosuppresseur, avec risque de perte de l'activite immunosuppressive.";;"CLINDAMYCINE;TACROLIMUS"
"CLOBAZAM";"STIRIPENTOL";60;;;"Precaution d'emploi Surveillance clinique, dosage plasmatique, lorsque cela est possible, de l'anticonvulsivant associe au stiripentol et eventuelle adaptation posologique de l'anticonvulsivant associe. Augmentation des concentrations plasmatiques de ces anticonvulsivants, avec risque de surdosage, par inhibition de leur metabolisme hepatique.";;"CLOBAZAM;STIRIPENTOL"
"CLONIDINE";"DILTIAZEM";61;;;;"A prendre en compte Troubles de l'automatisme (troubles de la conduction auriculo- ventriculaire par addition des effets negatifs sur la conduction).";"CLONIDINE;DILTIAZEM"
"CLONIDINE";"VERAPAMIL";61;;;;"A prendre en compte Troubles de l'automatisme (troubles de la conduction auriculo- ventriculaire par addition des effets negatifs sur la conduction).";"CLONIDINE;VERAPAMIL"
"CLONIDINE";"YOHIMBINE";61;;"Association DECONSEILLEE Inhibition possible de l'activite antihypertensive par antagonisme au niveau des recepteurs.";;;"CLONIDINE;YOHIMBINE"
"CLOPIDOGREL";"PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)";61;;;"Precaution d'emploi Surveillance clinique et controle des concentrations plasmatiques de phenytoine. Augmentation des concentrations plasmatiques de phenytoine avec signes de surdosage (inhibition du metabolisme de la phenytoine).";;"CLOPIDOGREL;PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)"
"CLOZAPINE";"FLUVOXAMINE";62;;;"Precaution d'emploi Surveillance clinique accrue ; si besoin, adaptation de la posologie de la clozapine pendant le traitement par la fluvoxamine et apres son arret. Augmentation des concentrations plasmatiques de clozapine avec signes de surdosage.  /226";;"CLOZAPINE;FLUVOXAMINE"
"CLOZAPINE";"PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)";62;;;"Precaution d'emploi Surveillance clinique et augmentation eventuelle de la posologie de la clozapine durant le traitement par la phenytoine. Risque d'inefficacite du traitement antipsychotique (diminution des concentrations plasmatiques de clozapine par augmentation de son metabolisme hepatique).";;"CLOZAPINE;PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)"
"CLOZAPINE";"RIFAMPICINE";62;;;"Precaution d'emploi Surveillance clinique et augmentation eventuelle de la posologie de la clozapine durant le traitement par la rifampicine. Risque d'inefficacite du traitement antipsychotique (diminution des concentrations plasmatiques de clozapine par augmentation de son metabolisme hepatique).";;"CLOZAPINE;RIFAMPICINE"
"COBICISTAT";"INHIBITEURS PUISSANTS DU CYP3A4";62;;;;"A prendre en compte Pour connaitre les risques et les niveaux de contrainte de chaque interaction, il convient de se reporter aux AMM specifiques a chaque specialite. Risque d'augmentation des concentrations plasmatiques du cobicistat ou de l'inhibiteur du CYP3A4.";"COBICISTAT;INHIBITEURS PUISSANTS DU CYP3A4"
"COBICISTAT";"MILLEPERTUIS";62;"CONTRE-INDICATION Risque de diminution de l'efficacite du cobicistat par augmentation de son metabolisme par l'inducteur.";;;;"COBICISTAT;MILLEPERTUIS"
"COBICISTAT";"QUINIDINE";62;"CONTRE-INDICATION Risque de majoration des effets indesirables de la quinidine par diminution de son metabolisme par le cobicistat.";;;;"COBICISTAT;QUINIDINE"
"COBICISTAT";"RIFABUTINE";62;;;"Precaution d'emploi Adaptation de la posologie de la rifabutine (en principe, reduction des doses de moitie). Augmentation tres importante du metabolite de la rifabutine, avec risque de majoration de sa toxicite (uveites, neutropenies). Par ailleurs, possible diminution des concentrations de cobicistat.";;"COBICISTAT;RIFABUTINE"
"COBICISTAT";"RIFAMPICINE";62;"CONTRE-INDICATION Risque de diminution de l'efficacite du cobicistat par augmentation de son metabolisme par l'inducteur.";;;;"COBICISTAT;RIFAMPICINE"
"COBICISTAT";"VINCA-ALCALOIDES CYTOTOXIQUES";62;;;"Precaution d'emploi Surveillance clinique etroite et adaptation eventuelle de la posologie de l'antimitotique. Majoration de la neurotoxicite de l'antimitotique par diminution de son metabolisme hepatique par le cobicistat.";;"COBICISTAT;VINCA-ALCALOIDES CYTOTOXIQUES"
"COLCHICINE";"FIBRATES";63;;;"Precaution d'emploi Surveillance clinique et biologique, particulierement au debut de l'association. Risque de majoration des effets indesirables musculaires de ces substances, et notamment de rhabdomyolyse.  /226";;"COLCHICINE;FIBRATES"
"COLCHICINE";"INHIBITEURS DE L'HMG-COA REDUCTASE (STATINES)";63;;;"Precaution d'emploi Surveillance clinique et biologique, notamment au debut de l'association. Risque de majoration des effets indesirables musculaires de ces substances, et notamment de rhabdomyolyse.";;"COLCHICINE;INHIBITEURS DE L'HMG-COA REDUCTASE (STATINES)"
"COLCHICINE";"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";63;;"Association DECONSEILLEE Augmentation des effets indesirables de la colchicine, aux consequences potentiellement fatales.";;;"COLCHICINE;INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR"
"COLCHICINE";"MACROLIDES (SAUF SPIRAMYCINE)";63;"CONTRE-INDICATION Augmentation des effets indesirables de la colchicine, aux consequences potentiellement fatales.";;;;"COLCHICINE;MACROLIDES (SAUF SPIRAMYCINE)"
"COLCHICINE";"OMBITASVIR + PARITAPREVIR";63;"CONTRE-INDICATION Contre-indication: - chez les patients insuffisants renaux et/ou hepatiques. Augmentation des concentrations plasmatiques de la colchicine par diminution de son metabolisme hepatique par la bitherapie.";;;;"COLCHICINE;OMBITASVIR + PARITAPREVIR"
"COLCHICINE";"PRISTINAMYCINE";63;"CONTRE-INDICATION Augmentation des effets indesirables de la colchicine aux consequences potentiellement fatales.";;;;"COLCHICINE;PRISTINAMYCINE"
"COLCHICINE";"TELAPREVIR";63;;"Association DECONSEILLEE En particulier chez l'insuffisant renal et hepatique. Risque de majoration des effets indesirables de la colchicine, par diminution de son metabolisme.";;;"COLCHICINE;TELAPREVIR"
"COLCHICINE";"VERAPAMIL";63;;"Association DECONSEILLEE Risque de majoration des effets indesirables de la colchicine, par augmentation de ses concentrations plasmatiques par le verapamil.";;;"COLCHICINE;VERAPAMIL"
"COLISTINE";"CURARES";63;;;"Precaution d'emploi Surveiller le degre de curarisation en fin d'anesthesie. Potentialisation des curares lorque l'antibiotique est administre par voie parenterale et/ou peritoneale avant, pendant ou apres l'agent curarisant.";;"COLISTINE;CURARES"
"CRIZOTINIB";"SUBSTRATS A RISQUE DU CYP3A4";63;;"Association DECONSEILLEE Risque de majoration de la toxicite de ces molecules par diminution de leur metabolisme et/ou augmentation de leur biodisponibilite par le crizotinib.";;;"CRIZOTINIB;SUBSTRATS A RISQUE DU CYP3A4"
"CURARES";"LINCOSANIDES";64;;;"Precaution d'emploi Surveiller le degre de curarisation en fin d'anesthesie. Potentialisation des curares lorque l'antibiotique est administre par voie parenterale et/ou peritoneale avant, pendant ou apres l'agent curarisant.";;"CURARES;LINCOSANIDES"
"CURARES";"POLYMYXINE B";64;;;"Precaution d'emploi Surveiller le degre de curarisation en fin d'anesthesie. Potentialisation des curares lorque l'antibiotique est administre par voie parenterale et/ou peritoneale avant, pendant ou apres l'agent curarisant.";;"CURARES;POLYMYXINE B"
"CURARES NON DEPOLARISANTS";"GLUCOCORTICOIDES (SAUF HYDROCORTISONE)";64;;;;"A prendre en compte Avec les glucocorticoides par voie IV : risque de myopathie severe, reversible apres un delai eventuellement long (plusieurs mois).";"CURARES NON DEPOLARISANTS;GLUCOCORTICOIDES (SAUF HYDROCORTISONE)"
"CYCLINES";"FER";64;;;"Precaution d'emploi Prendre les sels de fer a distance des cyclines (plus de 2 heures, si possible). Avec les cyclines utilisees par voie orale : diminution de l'absorption digestive des cyclines (formation de complexes).";;"CYCLINES;FER"
"CYCLINES";"RETINOIDES";64;"CONTRE-INDICATION Risque d'hypertension intracranienne.";;;;"CYCLINES;RETINOIDES"
"CYCLINES";"STRONTIUM";64;;;"Precaution d'emploi Prendre le strontium a distance des cyclines (plus de deux heures, si possible). Diminution de l'absorption digestive du strontium.";;"CYCLINES;STRONTIUM"
"CYCLINES";"VITAMINE A";64;"CONTRE-INDICATION En cas d'apport de 10,000 UI/j et plus : risque d'hypertension intracranienne.";;;;"CYCLINES;VITAMINE A"
"CYCLINES";"ZINC";64;;;"Precaution d'emploi Prendre les sels de zinc a distance des cyclines (plus de 2 heures si possible). Diminution de l'absorption digestive des cyclines.";;"CYCLINES;ZINC"
"CYCLOPHOSPHAMIDE";"PENTOSTATINE";65;;"Association DECONSEILLEE Majoration du risque de toxicite pulmonaire pouvant etre fatale.  /226";;;"CYCLOPHOSPHAMIDE;PENTOSTATINE"
"CYPROHEPTADINE";"INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE";65;;;;"A prendre en compte Risque de diminution de l'efficacite de l'antidepresseur.";"CYPROHEPTADINE;INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE"
"CYPROTERONE";"MILLEPERTUIS";65;;"Association DECONSEILLEE Diminution de l'efficacite du progestatif, par augmentation de son metabolisme hepatique par le millepertuis.";;;"CYPROTERONE;MILLEPERTUIS"
"CYTOTOXIQUES";"IMMUNOSUPPRESSEURS";65;;;;"A prendre en compte Immunodepression excessive avec risque de syndrome lympho- proliferatif.";"CYTOTOXIQUES;IMMUNOSUPPRESSEURS"
"CYTOTOXIQUES";"PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)";65;;"Association DECONSEILLEE Risque de survenue de convulsions par diminution de l'absorption digestive de la seule phenytoine par le cytotoxique, ou bien risque de majoration de la toxicite ou de perte d'efficacite du cytotoxique par augmentation de son metabolisme hepatique par la phenytoine ou la fosphenytoine.";;;"CYTOTOXIQUES;PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)"
"CYTOTOXIQUES";"VACCINS VIVANTS ATTENUES";65;"CONTRE-INDICATION - Et pendant les 6 mois suivant l'arret de la chimiotherapie. - Et, a l'exception de l'hydroxycarbamide dans son indication chez le patient drepanocytaire. Risque de maladie vaccinale generalisee eventuellement mortelle.";;;;"CYTOTOXIQUES;VACCINS VIVANTS ATTENUES"
